Usuario,Rating,Fecha,Descripcion,Local
Marcelo Altamirano,5 estrellas,Hace un mes,El mejor helado Barilate,Bernardo O'Higgins 2879
Andrea Mancini,4 estrellas,Hace 7 años,"Excelente helado, la mejor calidad de cordoba, la atencion regular pero el helado riquisimo",Bernardo O'Higgins 2879
Daniel Spahr,5 estrellas,Hace 2 años,"Excelentes cremas, una de las mejores de Córdoba.  Muy buena atencion en el local",Bernardo O'Higgins 2879
Fabiana Andrea Gomez,5 estrellas,Hace 3 años,"Cremas heladas deliciosas.
Con el sabor casero y productos de excelencia.
Para regalar y regalarse",Bernardo O'Higgins 2879
Fabiana Valero,5 estrellas,Hace 3 años,Riquísimos helados y muy buena atención 👏👏…,Bernardo O'Higgins 2879
Cesar Escobedo,5 estrellas,Hace 2 años,Sencillamente el más rico helado de Córdoba!!! Siempre la atenció es muy buena!!!!!,Bernardo O'Higgins 2879
martin sebastian Torres,3 estrellas,Hace 7 años,"Excelente helados,  pero no me gusto mucho la atención.",Bernardo O'Higgins 2879
Evelin Marcalain,1 estrella,Hace 4 años,"Muy caras las cremas en este lugar. Es verdad que son ricas, pero cuando entre y vi los precios no me quedé. Al bolsillo hay que cuidarlo",Bernardo O'Higgins 2879
Vanina viñolo,5 estrellas,Hace 6 años,"Exquisitos. Muy atento y amable el personal
Faltaría para  tener en cuenta q no posee acceso para personas en silla de ruedas.",Bernardo O'Higgins 2879
gonzalo Fonseca,5 estrellas,Hace 2 años,sigue siendo la heladería tradicional de cordoba y con los años sigue siendo la mejor lejos.  nunca pasa de moda,Bernardo O'Higgins 2879
Carina Susana Peralta,4 estrellas,Hace un año,El precio y el producto bien . Mucho mejor la atención,Bernardo O'Higgins 2879
Carli Sanchez,4 estrellas,Hace 2 años,Buena atención.. rico helado,Bernardo O'Higgins 2879
Mary Jean,5 estrellas,Hace 7 años,"Excelente atención., Buen lugar para ir a comer algo rico en un ambiente tranquilo y limpio 🙂🙂…",Bernardo O'Higgins 2879
Luciano Peralta,4 estrellas,Hace 5 años,La calidad del helado es fantástica pero no hay mucho lugar para sentarse,Bernardo O'Higgins 2879
Lalo Villegas,5 estrellas,Hace 5 años,"Exelente atencion , riquisimos helados",Bernardo O'Higgins 2879
Marcela t,4 estrellas,Hace 5 años,Los helados muy ricos. La atención muy buena.  El 2x1 un engaño,Bernardo O'Higgins 2879
Andres Gremo De La Sota,3 estrellas,Hace 6 años,"Riquísimo helado!!! Lindo local, pocas ganas de atender.",Bernardo O'Higgins 2879
Manuel Pellegrino,5 estrellas,Hace 2 años,"Me gustó la atención,la calidad,el orden y la limpieza, excelente todo 👍…",Bernardo O'Higgins 2879
Víctor Oscar Alvarado,4 estrellas,Hace 3 años,Ricas muy buen helado,Bernardo O'Higgins 2879
Andrés Bianco,5 estrellas,Hace 8 años,"..muy buenas ofertas, muy buena atención y a mi parecer el mejor helado de Córdoba..",Bernardo O'Higgins 2879
Cecilia Eva Castro Schule,5 estrellas,Hace 2 años,"Muy amables las y el heladero, y bien rico el nuevo sabor de naranja",Bernardo O'Higgins 2879
BERENICE SQUAGLIA,5 estrellas,Hace 3 años,Muy buenos helados los mejores!!!,Bernardo O'Higgins 2879
ANGELES CEBALLOS,5 estrellas,Hace 2 años,Excelentes y sabrosisimos helados. Calidad premium,Bernardo O'Higgins 2879
Maria noelia del valle roldan,5 estrellas,Hace 7 años,"Riquisimo, pero reeee caro 2 kg d helado $400",Bernardo O'Higgins 2879
Launoemar,5 estrellas,Hace 2 años,"Es lo más! El sabor incomparable, la atención y limpieza del local admirable!",Bernardo O'Higgins 2879
Hugo Duarte,3 estrellas,Hace un año,"La crema helada rica, el lugar, tiene dos mesas y seis sillas",Bernardo O'Higgins 2879
Emilio Cardozo,5 estrellas,Hace un año,"Excelente calidad, la mejor heladería en la zona.",Bernardo O'Higgins 2879
Germán Carreño Luna,5 estrellas,Hace 3 años,Los mejores helados de la zona. Buen precio y calidad.,Bernardo O'Higgins 2879
Daniel Tissera,5 estrellas,Hace 3 años,Bueno desde siempre. Ya debe hacer 25 o más años que están en la zona. Lo mejor en helados,Bernardo O'Higgins 2879
Sergio fabian Gutierres,4 estrellas,Hace 4 años,Lindo lugar para delgustar un rico helado 😋…,Bernardo O'Higgins 2879
Martin Tutor,2 estrellas,Hace 4 años,Muy rico pero el kilo no puede salir $1.000 pesos carisimooo,Bernardo O'Higgins 2879
Mariela Valinotti FONOINTEGRAL,4 estrellas,Hace 3 años,Muy buenos helados. Te atienden bien.,Bernardo O'Higgins 2879
Fede Obregon,5 estrellas,Hace 6 años,La calidad del helado es perfecta. Un poco caro pero lo compensa con el sabor.,Bernardo O'Higgins 2879
Jptoro,5 estrellas,Hace 4 años,Muy ricos helados y excelente atencion,Bernardo O'Higgins 2879
Gaston Moreno,5 estrellas,Hace 2 años,"Deblos mejores helados, chocolate amargo y mousse de limón recomendadisimos.",Bernardo O'Higgins 2879
Gringa Moror,2 estrellas,Hace 4 años,"El gusto a chocolate es crema con cacao pálida, No es chocolate, no es el  que históricamente fabricó la empresa, a la cual le consumo desde hace 26 años",Bernardo O'Higgins 2879
Fernando Molina,5 estrellas,Hace 3 años,"Los sabores son espectaculares, muy buena calidad. Uno de los mejores de Córdoba",Bernardo O'Higgins 2879
Noelia Areco,5 estrellas,Hace un año,Excelente atención y productos súper ricos,Bernardo O'Higgins 2879
Osvaldo Bustos,2 estrellas,Hace 5 años,Sigue siendo caro y la calidad no es tan diferente a la de otras heladerías más económicas. Lugar chico.,Bernardo O'Higgins 2879
Miriam Luchi,5 estrellas,Hace 5 años,Exquisito ! Si las empleadas d la noche un amor a pesar d q ya cerraban,Bernardo O'Higgins 2879
juan pablo pasciucco,5 estrellas,Hace 5 años,Son helados muy ricos y sabrosos muy recomendables y la atencion es muy buena.,Bernardo O'Higgins 2879
Alexis Letzen,4 estrellas,Hace 6 años,"Excelente productos, muy ricos helados",Bernardo O'Higgins 2879
Liliana DelValle Silva,4 estrellas,Hace 5 años,Muy ricos los helados,Bernardo O'Higgins 2879
Fernando Hipolito Porra,5 estrellas,Hace 5 años,Muy buena atención y sabores excelentes,Bernardo O'Higgins 2879
Miguel Reinert,5 estrellas,Hace 2 años,Muy buena atencion precios y ricos sabores👍👍👍…,Bernardo O'Higgins 2879
Maria Julia Herrero,5 estrellas,Hace 3 años,Los mejores helados lejos. Súper cremosos y sabores únicos,Bernardo O'Higgins 2879
Victor Mancini,5 estrellas,Hace 2 años,Excelente la calidad del helado,Bernardo O'Higgins 2879
nicolas giambirtone,5 estrellas,Hace 3 años,"Impresionante tiene todo, paisajes, cerros, lagos, ríos, la mejor diversión nocturna, super recomendable y tranquilo.",Bernardo O'Higgins 2879
César Barrios,5 estrellas,Hace 5 años,"Rápida atención, variedad de sabores. Muy buenas cremas...",Bernardo O'Higgins 2879
Diego Arias,5 estrellas,Hace 7 años,Espectacular el sabor del helado para recomendar!!!!!,Bernardo O'Higgins 2879
Mariano Gonzalez,5 estrellas,Hace 2 años,La calidad de Siempre. Local con muy buena atencion.,Bernardo O'Higgins 2879
vanesa aguirre,1 estrella,Hace 5 años,La atención de la empleada que estaba un domingo a la tarde muy mal educada con cero predisposición a explicar etc,Bernardo O'Higgins 2879
Ximena Ester Toro,4 estrellas,Hace 6 años,"Ricos helados, bien hechos...onda artesanal!",Bernardo O'Higgins 2879
Juan Ernesto Llanos,4 estrellas,Hace 2 años,Sin dudas una de las mejores heladerías de Córdoba por calidad,Bernardo O'Higgins 2879
Fabian Sticca,5 estrellas,Hace 7 años,Muy buen helado...las bochas son bien abundante,Bernardo O'Higgins 2879
Alicia Ines Perez,3 estrellas,Hace 7 años,"Los helados son muy buenos pero Se está deteriorando, cada vez menos variedad",Bernardo O'Higgins 2879
Sergio Alejandro Alvarez,4 estrellas,Hace 7 años,Buena atencion y buena calidad  de sus productos lo que si un poquito caro pero vale la pena,Bernardo O'Higgins 2879
Ezequiel Asis,4 estrellas,Hace 3 años,Riquísimos!!! El krikoreo (sabor de oreo) es el mejor de todas las heladerías....,Bernardo O'Higgins 2879
Paola Altamirano,5 estrellas,Hace 5 años,"Prueben las copas heladas COPA BARILOCHE es una experiencia inimaginable...tres bochas de helado a tú elección, merengues, frutos secos...FRUTILLAS y crema!!!",Bernardo O'Higgins 2879
Lore,5 estrellas,Hace 2 años,"Excelente atención, calidad y precio
Relación precio calidad!!",Bernardo O'Higgins 2879
Nelida Gomez,5 estrellas,Hace 3 años,"Deliciosos, por lejos el mejor helado de Cordoba",Bernardo O'Higgins 2879
Florencia Brizuela,5 estrellas,Hace 5 años,Riquisimos helados y una excelente atención,Bernardo O'Higgins 2879
Mariana Arrieta,5 estrellas,Hace un año,Si van prueben el sabor mousse de limón,Bernardo O'Higgins 2879
cristian Maldonado,5 estrellas,Hace 3 años,Muy buena atención. Precios accesibles,Bernardo O'Higgins 2879
Claudia Alejandra Waiss,5 estrellas,Hace 4 años,"Siempre impecable servicio, atención muy cordial y producto destacado",Bernardo O'Higgins 2879
Yanina Espíndola,5 estrellas,Hace 6 años,Muy buenos helados.,Bernardo O'Higgins 2879
Pedro Alejandro Javier Baldevenito,5 estrellas,Hace 2 años,Un buen punto para los helados en zona Sur,Bernardo O'Higgins 2879
Guille Pira,5 estrellas,Hace 5 años,"Excelente helado, muy buenas las copas heladas nuevas",Bernardo O'Higgins 2879
Marta Perpetua,5 estrellas,Hace un año,Los mejores helados de Córdoba,Bernardo O'Higgins 2879
Lucas Scaglione,4 estrellas,Hace 4 años,Geniales los helados. El lugar lindo.,Bernardo O'Higgins 2879
Carina Kosel,4 estrellas,Hace 6 años,Ricos helados y abundantes.,Bernardo O'Higgins 2879
Claudia Garcia,5 estrellas,Hace 6 años,Es riquísimo y muy buena atención,Bernardo O'Higgins 2879
Rosa Danna Bolzan,4 estrellas,Hace 7 años,Muy bien cuudado....lindo para pasar el rato con amigos,Bernardo O'Higgins 2879
Agustín Sisteró,5 estrellas,Hace 6 años,Los helados mas Ricos y además el único donde siguen haciendo pinitos,Bernardo O'Higgins 2879
Cecilia Di Marco,5 estrellas,Hace un año,El mejor helado del mundo!,Bernardo O'Higgins 2879
Gabriel Abregu,4 estrellas,Hace 6 años,muy bien helado el precio justo,Bernardo O'Higgins 2879
Paulina Jure,5 estrellas,Hace 6 años,Los helados son muy ricos.  Los mejores de Córdoba,Bernardo O'Higgins 2879
Alejandro Lucero,4 estrellas,Hace 2 años,El mejor helado de la zona sur!!,Bernardo O'Higgins 2879
Alan Demonty,5 estrellas,Hace 4 años,Excelente helados,Bernardo O'Higgins 2879
Debora Q!,5 estrellas,Hace 2 años,Excelente!! Pinitos son lo más!!,Bernardo O'Higgins 2879
Jose Maria Luna,4 estrellas,Hace 4 años,Exquisitas cremas heladas. No compró en otro lugar.,Bernardo O'Higgins 2879
Osvaldo Britos,4 estrellas,Hace 5 años,"Muy buena la atención , muy ricos los helados ,gran variedad",Bernardo O'Higgins 2879
Ana Elima Luna,5 estrellas,Hace 3 años,Muy buena atención,Bernardo O'Higgins 2879
Exequiel Gutierrez,4 estrellas,Hace un año,Igual,Bernardo O'Higgins 2879
Paola Astrada,3 estrellas,Hace 6 años,None,Bernardo O'Higgins 2879
Eco Golf,1 estrella,Hace 5 años,¡Muy muy muy caro! 👎🏻…,Bernardo O'Higgins 2879
Juan Pablo Bianchi,5 estrellas,Hace 6 años,Totalmente,Bernardo O'Higgins 2879
Yeraldo Juan Bollati,5 estrellas,Hace 5 años,fracaso,Bernardo O'Higgins 2879
Abel Carrara,4 estrellas,Hace 6 años,Ricaso,Bernardo O'Higgins 2879
Jose Jerez,3 estrellas,Hace 5 años,Decir,Bernardo O'Higgins 2879
Silvestre Villalba,5 estrellas,Hace 3 años,Gran lugar,Bernardo O'Higgins 2879
Ceci López Cascales,4 estrellas,Hace 5 días,None,Bernardo O'Higgins 2879
Jorge Kara,3 estrellas,una semana atrás,None,Bernardo O'Higgins 2879
Raúl humberto Tosoroni,5 estrellas,Hace un mes,None,Bernardo O'Higgins 2879
Franco Gabriel,5 estrellas,Hace un mes,None,Bernardo O'Higgins 2879
Gabriela Rodriguez Senise,5 estrellas,Hace 2 meses,None,Bernardo O'Higgins 2879
Damian Servetto,4 estrellas,Hace 2 meses,None,Bernardo O'Higgins 2879
Paula Icely,5 estrellas,Hace 2 meses,None,Bernardo O'Higgins 2879
Susana carnicelli,5 estrellas,Hace 3 meses,None,Bernardo O'Higgins 2879
Carlos Colazo,5 estrellas,Hace 3 meses,None,Bernardo O'Higgins 2879
Gastón Gallegos,5 estrellas,Hace 4 meses,None,Bernardo O'Higgins 2879
Gabriel Gallegos,5 estrellas,Hace 4 meses,None,Bernardo O'Higgins 2879
ISOLINA CALDERON,3 estrellas,Hace 5 meses,None,Bernardo O'Higgins 2879
Walter C. Bruno,5 estrellas,Hace 5 meses,None,Bernardo O'Higgins 2879
ignacio berganza,5 estrellas,Hace 5 meses,None,Bernardo O'Higgins 2879
Jorge Pivato,5 estrellas,Hace 5 meses,None,Bernardo O'Higgins 2879
Agustina Passerino,5 estrellas,Hace 6 meses,None,Bernardo O'Higgins 2879
Ines Mansilla,5 estrellas,Hace 6 meses,None,Bernardo O'Higgins 2879
Marcela Zalazar,3 estrellas,Hace 6 meses,None,Bernardo O'Higgins 2879
Nana Bottallo Vera,5 estrellas,Hace 8 meses,None,Bernardo O'Higgins 2879
Fede Fortuna,5 estrellas,Hace 9 meses,None,Bernardo O'Higgins 2879
Sole nuevo Reinozo,5 estrellas,Hace 9 meses,None,Bernardo O'Higgins 2879
paola suarez,5 estrellas,Hace 9 meses,None,Bernardo O'Higgins 2879
Estela María Ropolo,4 estrellas,Hace 9 meses,None,Bernardo O'Higgins 2879
Estela Beatriz Godoy,5 estrellas,Hace 9 meses,None,Bernardo O'Higgins 2879
Rubën Carrizo,3 estrellas,Hace 11 meses,None,Bernardo O'Higgins 2879
javier melero,4 estrellas,Hace 11 meses,None,Bernardo O'Higgins 2879
Daniel Dib,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Matias Oscar Ferreyra,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Nano Fassetta,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Luis Asoli,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Marisa Santander,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Carmela Sandoval,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Pamela Dunel,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Sabrina Oga,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Carlos Dávila,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Ana Tissera,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Celia Virginia Alanis,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Juan Palacio,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Eugenia Ferreira Centeno,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Eliana Araoz,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Vanesa Glades,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Paola Manzano,1 estrella,Hace un año,None,Bernardo O'Higgins 2879
Dante Ginés,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Elsa Scattolini,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Sebastian Boella,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Nacho Avaca,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Sergio Miño,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Cintia Ramirez,4 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Patricia Tesoro,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Guadalupevilma Alvarez Rebellato,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Micaela Pereyra,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Violeta Farkas,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Daniel Olguin,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Madeleine Torrez,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Ricardo Blengini,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Barbara Capalbo,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Carlos Martori,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Angelo Celiz,5 estrellas,Hace un año,None,Bernardo O'Higgins 2879
Kimee Santana,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Cecilia Bustos,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
javier ezquer,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
PALOMA LOPEZ,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Candelaria del Cerro,4 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Maria Laura Mazzetti,4 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Alejandro Gordillo,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Cristina Pedrone,4 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Adri Ug,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Maximiliano Marelli,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Ana Maguire,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Leandra Vanina Borget,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Alejandro Baldevenito,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
Gonzalo Sandin,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
gabriel levrino,5 estrellas,Hace 2 años,None,Bernardo O'Higgins 2879
